Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"11 5",3,N,Winning,N,15,16,1,"[R0C10,R1C4]"
"11 6",1,N,Winning,N,17,17,1,"[R0C10]"
"11 7",3,N,Winning,N,17,18,1,"[R0C10,R1C6]"
"11 8",1,N,Winning,N,19,19,1,"[R0C10]"
"11 9",3,N,Winning,N,19,20,1,"[R0C10,R1C8]"
"11 10",1,N,Winning,N,21,21,1,"[R0C10]"
"11 11",0,P,Losing,P,22,22,0,"N/A (P-position)"
"12 1",2,N,Winning,N,13,13,1,"[R1C0]"
"12 2",0,P,Losing,P,14,14,0,"N/A (P-position)"
"12 3",2,N,Winning,N,15,15,1,"[R1C2]"
"12 4",0,P,Losing,P,16,16,0,"N/A (P-position)"
"12 5",2,N,Winning,N,17,17,1,"[R1C4]"
"12 6",0,P,Losing,P,18,18,0,"N/A (P-position)"
"12 7",2,N,Winning,N,19,19,1,"[R1C6]"
"12 8",0,P,Losing,P,20,20,0,"N/A (P-position)"
"12 9",2,N,Winning,N,21,21,1,"[R1C8]"
"12 10",0,P,Losing,P,22,22,0,"N/A (P-position)"
"12 11",2,N,Winning,N,23,23,2,"[R0C11] / [R1C10]"
"12 12",0,P,Losing,P,24,24,0,"N/A (P-position)"
"13 1",3,N,Winning,N,13,14,1,"[R0C12,R1C0]"
"13 2",1,N,Winning,N,15,15,1,"[R0C12]"
"13 3",3,N,Winning,N,15,16,1,"[R0C12,R1C2]"
"13 4",1,N,Winning,N,17,17,1,"[R0C12]"
"13 5",3,N,Winning,N,17,18,1,"[R0C12,R1C4]"
"13 6",1,N,Winning,N,19,19,1,"[R0C12]"
"13 7",3,N,Winning,N,19,20,1,"[R0C12,R1C6]"
"13 8",1,N,Winning,N,21,21,1,"[R0C12]"
"13 9",3,N,Winning,N,21,22,1,"[R0C12,R1C8]"
"13 10",1,N,Winning,N,23,23,1,"[R0C12]"
"13 11",3,N,Winning,N,23,24,1,"[R0C12,R1C10]"
"13 12",1,N,Winning,N,25,25,1,"[R0C12]"
"13 13",0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 1",2,N,Winning,N,15,15,1,"[R1C0]"
"14 2",0,P,Losing,P,16,16,0,"N/A (P-position)"
"14 3",2,N,Winning,N,17,17,1,"[R1C2]"
"14 4",0,P,Losing,P,18,18,0,"N/A (P-position)"
"14 5",2,N,Winning,N,19,19,1,"[R1C4]"
"14 6",0,P,Losing,P,20,20,0,"N/A (P-position)"
"14 7",2,N,Winning,N,21,21,1,"[R1C6]"
"14 8",0,P,Losing,P,22,22,0,"N/A (P-position)"
"14 9",2,N,Winning,N,23,23,1,"[R1C8]"
"14 10",0,P,Losing,P,24,24,0,"N/A (P-position)"
"14 11",2,N,Winning,N,25,25,1,"[R1C10]"
"14 12",0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 13",2,N,Winning,N,27,27,2,"[R0C13] / [R1C12]"
"14 14",0,P,Losing,P,28,28,0,"N/A (P-position)"
"15 1",3,N,Winning,N,15,16,1,"[R0C14,R1C0]"
"15 2",1,N,Winning,N,17,17,1,"[R0C14]"
"15 3",3,N,Winning,N,17,18,1,"[R0C14,R1C2]"
"15 4",1,N,Winning,N,19,19,1,"[R0C14]"
"15 5",3,N,Winning,N,19,20,1,"[R0C14,R1C4]"
"15 6",1,N,Winning,N,21,21,1,"[R0C14]"
"15 7",3,N,Winning,N,21,22,1,"[R0C14,R1C6]"
"15 8",1,N,Winning,N,23,23,1,"[R0C14]"
"15 9",3,N,Winning,N,23,24,1,"[R0C14,R1C8]"
"15 10",1,N,Winning,N,25,25,1,"[R0C14]"
"15 11",3,N,Winning,N,25,26,1,"[R0C14,R1C10]"
"15 12",1,N,Winning,N,27,27,1,"[R0C14]"
"15 13",3,N,Winning,N,27,28,1,"[R0C14,R1C12]"
"15 14",1,N,Winning,N,29,29,1,"[R0C14]"
"15 15",0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 1",2,N,Winning,N,17,17,1,"[R1C0]"
"16 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"16 3",2,N,Winning,N,19,19,1,"[R1C2]"
"16 4",0,P,Losing,P,20,20,0,"N/A (P-position)"
"16 5",2,N,Winning,N,21,21,1,"[R1C4]"
"16 6",0,P,Losing,P,22,22,0,"N/A (P-position)"
"16 7",2,N,Winning,N,23,23,1,"[R1C6]"
"16 8",0,P,Losing,P,24,24,0,"N/A (P-position)"
"16 9",2,N,Winning,N,25,25,1,"[R1C8]"
"16 10",0,P,Losing,P,26,26,0,"N/A (P-position)"
"16 11",2,N,Winning,N,27,27,1,"[R1C10]"
"16 12",0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 13",2,N,Winning,N,29,29,1,"[R1C12]"
"16 14",0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 15",2,N,Winning,N,31,31,2,"[R0C15] / [R1C14]"
"16 16",0,P,Losing,P,32,32,0,"N/A (P-position)"
"17 1",3,N,Winning,N,17,18,1,"[R0C16,R1C0]"
"17 2",1,N,Winning,N,19,19,1,"[R0C16]"
"17 3",3,N,Winning,N,19,20,1,"[R0C16,R1C2]"
"17 4",1,N,Winning,N,21,21,1,"[R0C16]"
"17 5",3,N,Winning,N,21,22,1,"[R0C16,R1C4]"
"17 6",1,N,Winning,N,23,23,1,"[R0C16]"
"17 7",3,N,Winning,N,23,24,1,"[R0C16,R1C6]"
"17 8",1,N,Winning,N,25,25,1,"[R0C16]"
"17 9",3,N,Winning,N,25,26,1,"[R0C16,R1C8]"
"17 10",1,N,Winning,N,27,27,1,"[R0C16]"
"17 11",3,N,Winning,N,27,28,1,"[R0C16,R1C10]"
"17 12",1,N,Winning,N,29,29,1,"[R0C16]"
"17 13",3,N,Winning,N,29,30,1,"[R0C16,R1C12]"
"17 14",1,N,Winning,N,31,31,1,"[R0C16]"
"17 15",3,N,Winning,N,31,32,1,"[R0C16,R1C14]"
"17 16",1,N,Winning,N,33,33,1,"[R0C16]"
"17 17",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 1",2,N,Winning,N,19,19,1,"[R1C0]"
"18 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"18 3",2,N,Winning,N,21,21,1,"[R1C2]"
"18 4",0,P,Losing,P,22,22,0,"N/A (P-position)"
"18 5",2,N,Winning,N,23,23,1,"[R1C4]"
"18 6",0,P,Losing,P,24,24,0,"N/A (P-position)"
"18 7",2,N,Winning,N,25,25,1,"[R1C6]"
"18 8",0,P,Losing,P,26,26,0,"N/A (P-position)"
"18 9",2,N,Winning,N,27,27,1,"[R1C8]"
"18 10",0,P,Losing,P,28,28,0,"N/A (P-position)"
"18 11",2,N,Winning,N,29,29,1,"[R1C10]"
"18 12",0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 13",2,N,Winning,N,31,31,1,"[R1C12]"
"18 14",0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 15",2,N,Winning,N,33,33,1,"[R1C14]"
"18 16",0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 17",2,N,Winning,N,35,35,2,"[R0C17] / [R1C16]"
"18 18",0,P,Losing,P,36,36,0,"N/A (P-position)"
"19 1",3,N,Winning,N,19,20,1,"[R0C18,R1C0]"
"19 2",1,N,Winning,N,21,21,1,"[R0C18]"
"19 3",3,N,Winning,N,21,22,1,"[R0C18,R1C2]"
"19 4",1,N,Winning,N,23,23,1,"[R0C18]"
"19 5",3,N,Winning,N,23,24,1,"[R0C18,R1C4]"
"19 6",1,N,Winning,N,25,25,1,"[R0C18]"
"19 7",3,N,Winning,N,25,26,1,"[R0C18,R1C6]"
"19 8",1,N,Winning,N,27,27,1,"[R0C18]"
"19 9",3,N,Winning,N,27,28,1,"[R0C18,R1C8]"
"19 10",1,N,Winning,N,29,29,1,"[R0C18]"
"19 11",3,N,Winning,N,29,30,1,"[R0C18,R1C10]"
"19 12",1,N,Winning,N,31,31,1,"[R0C18]"
"19 13",3,N,Winning,N,31,32,1,"[R0C18,R1C12]"
"19 14",1,N,Winning,N,33,33,1,"[R0C18]"
"19 15",3,N,Winning,N,33,34,1,"[R0C18,R1C14]"
"19 16",1,N,Winning,N,35,35,1,"[R0C18]"
"19 17",3,N,Winning,N,35,36,1,"[R0C18,R1C16]"
"19 18",1,N,Winning,N,37,37,1,"[R0C18]"
"19 19",0,P,Losing,P,38,38,0,"N/A (P-position)"
"20 1",2,N,Winning,N,21,21,1,"[R1C0]"
"20 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"20 3",2,N,Winning,N,23,23,1,"[R1C2]"
"20 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"20 5",2,N,Winning,N,25,25,1,"[R1C4]"
"20 6",0,P,Losing,P,26,26,0,"N/A (P-position)"
"20 7",2,N,Winning,N,27,27,1,"[R1C6]"
"20 8",0,P,Losing,P,28,28,0,"N/A (P-position)"
"20 9",2,N,Winning,N,29,29,1,"[R1C8]"
"20 10",0,P,Losing,P,30,30,0,"N/A (P-position)"
"20 11",2,N,Winning,N,31,31,1,"[R1C10]"
"20 12",0,P,Losing,P,32,32,0,"N/A (P-position)"
"20 13",2,N,Winning,N,33,33,1,"[R1C12]"
"20 14",0,P,Losing,P,34,34,0,"N/A (P-position)"
"20 15",2,N,Winning,N,35,35,1,"[R1C14]"
"20 16",0,P,Losing,P,36,36,0,"N/A (P-position)"
"20 17",2,N,Winning,N,37,37,1,"[R1C16]"
"20 18",0,P,Losing,P,38,38,0,"N/A (P-position)"
"20 19",2,N,Winning,N,39,39,2,"[R0C19] / [R1C18]"
"20 20",0,P,Losing,P,40,40,0,"N/A (P-position)"
"21 1",3,N,Winning,N,21,22,1,"[R0C20,R1C0]"
"21 2",1,N,Winning,N,23,23,1,"[R0C20]"
"21 3",3,N,Winning,N,23,24,1,"[R0C20,R1C2]"
"21 4",1,N,Winning,N,25,25,1,"[R0C20]"
"21 5",3,N,Winning,N,25,26,1,"[R0C20,R1C4]"
"21 6",1,N,Winning,N,27,27,1,"[R0C20]"
"21 7",3,N,Winning,N,27,28,1,"[R0C20,R1C6]"
"21 8",1,N,Winning,N,29,29,1,"[R0C20]"
"21 9",3,N,Winning,N,29,30,1,"[R0C20,R1C8]"
"21 10",1,N,Winning,N,31,31,1,"[R0C20]"
"21 11",3,N,Winning,N,31,32,1,"[R0C20,R1C10]"
"21 12",1,N,Winning,N,33,33,1,"[R0C20]"
"21 13",3,N,Winning,N,33,34,1,"[R0C20,R1C12]"
"21 14",1,N,Winning,N,35,35,1,"[R0C20]"
"21 15",3,N,Winning,N,35,36,1,"[R0C20,R1C14]"
"21 16",1,N,Winning,N,37,37,1,"[R0C20]"
"21 17",3,N,Winning,N,37,38,1,"[R0C20,R1C16]"
"21 18",1,N,Winning,N,39,39,1,"[R0C20]"
"21 19",3,N,Winning,N,39,40,1,"[R0C20,R1C18]"
"21 20",1,N,Winning,N,41,41,1,"[R0C20]"
"21 21",0,P,Losing,P,42,42,0,"N/A (P-position)"
"22 1",2,N,Winning,N,23,23,1,"[R1C0]"
"22 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"22 3",2,N,Winning,N,25,25,1,"[R1C2]"
"22 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"22 5",2,N,Winning,N,27,27,1,"[R1C4]"
"22 6",0,P,Losing,P,28,28,0,"N/A (P-position)"
"22 7",2,N,Winning,N,29,29,1,"[R1C6]"
"22 8",0,P,Losing,P,30,30,0,"N/A (P-position)"
"22 9",2,N,Winning,N,31,31,1,"[R1C8]"
"22 10",0,P,Losing,P,32,32,0,"N/A (P-position)"
"22 11",2,N,Winning,N,33,33,1,"[R1C10]"
"22 12",0,P,Losing,P,34,34,0,"N/A (P-position)"
"22 13",2,N,Winning,N,35,35,1,"[R1C12]"
"22 14",0,P,Losing,P,36,36,0,"N/A (P-position)"
"22 15",2,N,Winning,N,37,37,1,"[R1C14]"
"22 16",0,P,Losing,P,38,38,0,"N/A (P-position)"
"22 17",2,N,Winning,N,39,39,1,"[R1C16]"
"22 18",0,P,Losing,P,40,40,0,"N/A (P-position)"
"22 19",2,N,Winning,N,41,41,1,"[R1C18]"
"22 20",0,P,Losing,P,42,42,0,"N/A (P-position)"
"22 21",2,N,Winning,N,43,43,2,"[R0C21] / [R1C20]"
"22 22",0,P,Losing,P,44,44,0,"N/A (P-position)"
"23 1",3,N,Winning,N,23,24,1,"[R0C22,R1C0]"
"23 2",1,N,Winning,N,25,25,1,"[R0C22]"
"23 3",3,N,Winning,N,25,26,1,"[R0C22,R1C2]"
"23 4",1,N,Winning,N,27,27,1,"[R0C22]"
"23 5",3,N,Winning,N,27,28,1,"[R0C22,R1C4]"
"23 6",1,N,Winning,N,29,29,1,"[R0C22]"
"23 7",3,N,Winning,N,29,30,1,"[R0C22,R1C6]"
"23 8",1,N,Winning,N,31,31,1,"[R0C22]"
"23 9",3,N,Winning,N,31,32,1,"[R0C22,R1C8]"
"23 10",1,N,Winning,N,33,33,1,"[R0C22]"
"23 11",3,N,Winning,N,33,34,1,"[R0C22,R1C10]"
"23 12",1,N,Winning,N,35,35,1,"[R0C22]"
"23 13",3,N,Winning,N,35,36,1,"[R0C22,R1C12]"
"23 14",1,N,Winning,N,37,37,1,"[R0C22]"
"23 15",3,N,Winning,N,37,38,1,"[R0C22,R1C14]"
"23 16",1,N,Winning,N,39,39,1,"[R0C22]"
"23 17",3,N,Winning,N,39,40,1,"[R0C22,R1C16]"
"23 18",1,N,Winning,N,41,41,1,"[R0C22]"
"23 19",3,N,Winning,N,41,42,1,"[R0C22,R1C18]"
"23 20",1,N,Winning,N,43,43,1,"[R0C22]"
"23 21",3,N,Winning,N,43,44,1,"[R0C22,R1C20]"
"23 22",1,N,Winning,N,45,45,1,"[R0C22]"
"23 23",0,P,Losing,P,46,46,0,"N/A (P-position)"
"24 1",2,N,Winning,N,25,25,1,"[R1C0]"
"24 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"24 3",2,N,Winning,N,27,27,1,"[R1C2]"
"24 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"24 5",2,N,Winning,N,29,29,1,"[R1C4]"
"24 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"24 7",2,N,Winning,N,31,31,1,"[R1C6]"
"24 8",0,P,Losing,P,32,32,0,"N/A (P-position)"
"24 9",2,N,Winning,N,33,33,1,"[R1C8]"
"24 10",0,P,Losing,P,34,34,0,"N/A (P-position)"
"24 11",2,N,Winning,N,35,35,1,"[R1C10]"
"24 12",0,P,Losing,P,36,36,0,"N/A (P-position)"
"24 13",2,N,Winning,N,37,37,1,"[R1C12]"
"24 14",0,P,Losing,P,38,38,0,"N/A (P-position)"
"24 15",2,N,Winning,N,39,39,1,"[R1C14]"
"24 16",0,P,Losing,P,40,40,0,"N/A (P-position)"
"24 17",2,N,Winning,N,41,41,1,"[R1C16]"
"24 18",0,P,Losing,P,42,42,0,"N/A (P-position)"
"24 19",2,N,Winning,N,43,43,1,"[R1C18]"
"24 20",0,P,Losing,P,44,44,0,"N/A (P-position)"
"24 21",2,N,Winning,N,45,45,1,"[R1C20]"
"24 22",0,P,Losing,P,46,46,0,"N/A (P-position)"
"24 23",2,N,Winning,N,47,47,2,"[R0C23] / [R1C22]"
"24 24",0,P,Losing,P,48,48,0,"N/A (P-position)"
"25 1",3,N,Winning,N,25,26,1,"[R0C24,R1C0]"
"25 2",1,N,Winning,N,27,27,1,"[R0C24]"
"25 3",3,N,Winning,N,27,28,1,"[R0C24,R1C2]"
"25 4",1,N,Winning,N,29,29,1,"[R0C24]"
"25 5",3,N,Winning,N,29,30,1,"[R0C24,R1C4]"
"25 6",1,N,Winning,N,31,31,1,"[R0C24]"
"25 7",3,N,Winning,N,31,32,1,"[R0C24,R1C6]"
"25 8",1,N,Winning,N,33,33,1,"[R0C24]"
"25 9",3,N,Winning,N,33,34,1,"[R0C24,R1C8]"
"25 10",1,N,Winning,N,35,35,1,"[R0C24]"
"25 11",3,N,Winning,N,35,36,1,"[R0C24,R1C10]"
"25 12",1,N,Winning,N,37,37,1,"[R0C24]"
"25 13",3,N,Winning,N,37,38,1,"[R0C24,R1C12]"
"25 14",1,N,Winning,N,39,39,1,"[R0C24]"
"25 15",3,N,Winning,N,39,40,1,"[R0C24,R1C14]"
"25 16",1,N,Winning,N,41,41,1,"[R0C24]"
"25 17",3,N,Winning,N,41,42,1,"[R0C24,R1C16]"
"25 18",1,N,Winning,N,43,43,1,"[R0C24]"
"25 19",3,N,Winning,N,43,44,1,"[R0C24,R1C18]"
"25 20",1,N,Winning,N,45,45,1,"[R0C24]"
"25 21",3,N,Winning,N,45,46,1,"[R0C24,R1C20]"
"25 22",1,N,Winning,N,47,47,1,"[R0C24]"
"25 23",3,N,Winning,N,47,48,1,"[R0C24,R1C22]"
"25 24",1,N,Winning,N,49,49,1,"[R0C24]"
"25 25",0,P,Losing,P,50,50,0,"N/A (P-position)"
"26 1",2,N,Winning,N,27,27,1,"[R1C0]"
"26 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"26 3",2,N,Winning,N,29,29,1,"[R1C2]"
"26 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"26 5",2,N,Winning,N,31,31,1,"[R1C4]"
"26 6",0,P,Losing,P,32,32,0,"N/A (P-position)"
"26 7",2,N,Winning,N,33,33,1,"[R1C6]"
"26 8",0,P,Losing,P,34,34,0,"N/A (P-position)"
"26 9",2,N,Winning,N,35,35,1,"[R1C8]"
"26 10",0,P,Losing,P,36,36,0,"N/A (P-position)"
"26 11",2,N,Winning,N,37,37,1,"[R1C10]"
"26 12",0,P,Losing,P,38,38,0,"N/A (P-position)"
"26 13",2,N,Winning,N,39,39,1,"[R1C12]"
"26 14",0,P,Losing,P,40,40,0,"N/A (P-position)"
"26 15",2,N,Winning,N,41,41,1,"[R1C14]"
"26 16",0,P,Losing,P,42,42,0,"N/A (P-position)"
"26 17",2,N,Winning,N,43,43,1,"[R1C16]"
"26 18",0,P,Losing,P,44,44,0,"N/A (P-position)"
"26 19",2,N,Winning,N,45,45,1,"[R1C18]"
"26 20",0,P,Losing,P,46,46,0,"N/A (P-position)"
"26 21",2,N,Winning,N,47,47,1,"[R1C20]"
"26 22",0,P,Losing,P,48,48,0,"N/A (P-position)"
"26 23",2,N,Winning,N,49,49,1,"[R1C22]"
"26 24",0,P,Losing,P,50,50,0,"N/A (P-position)"
"26 25",2,N,Winning,N,51,51,2,"[R0C25] / [R1C24]"
"26 26",0,P,Losing,P,52,52,0,"N/A (P-position)"
"27 1",3,N,Winning,N,27,28,1,"[R0C26,R1C0]"
"27 2",1,N,Winning,N,29,29,1,"[R0C26]"
"27 3",3,N,Winning,N,29,30,1,"[R0C26,R1C2]"
"27 4",1,N,Winning,N,31,31,1,"[R0C26]"
"27 5",3,N,Winning,N,31,32,1,"[R0C26,R1C4]"
"27 6",1,N,Winning,N,33,33,1,"[R0C26]"
"27 7",3,N,Winning,N,33,34,1,"[R0C26,R1C6]"
"27 8",1,N,Winning,N,35,35,1,"[R0C26]"
"27 9",3,N,Winning,N,35,36,1,"[R0C26,R1C8]"
"27 10",1,N,Winning,N,37,37,1,"[R0C26]"
"27 11",3,N,Winning,N,37,38,1,"[R0C26,R1C10]"
"27 12",1,N,Winning,N,39,39,1,"[R0C26]"
"27 13",3,N,Winning,N,39,40,1,"[R0C26,R1C12]"
"27 14",1,N,Winning,N,41,41,1,"[R0C26]"
"27 15",3,N,Winning,N,41,42,1,"[R0C26,R1C14]"
"27 16",1,N,Winning,N,43,43,1,"[R0C26]"
"27 17",3,N,Winning,N,43,44,1,"[R0C26,R1C16]"
"27 18",1,N,Winning,N,45,45,1,"[R0C26]"
"27 19",3,N,Winning,N,45,46,1,"[R0C26,R1C18]"
"27 20",1,N,Winning,N,47,47,1,"[R0C26]"
"27 21",3,N,Winning,N,47,48,1,"[R0C26,R1C20]"
"27 22",1,N,Winning,N,49,49,1,"[R0C26]"
"27 23",3,N,Winning,N,49,50,1,"[R0C26,R1C22]"
"27 24",1,N,Winning,N,51,51,1,"[R0C26]"
"27 25",3,N,Winning,N,51,52,1,"[R0C26,R1C24]"
"27 26",1,N,Winning,N,53,53,1,"[R0C26]"
"27 27",0,P,Losing,P,54,54,0,"N/A (P-position)"
"28 1",2,N,Winning,N,29,29,1,"[R1C0]"
"28 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"28 3",2,N,Winning,N,31,31,1,"[R1C2]"
"28 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"28 5",2,N,Winning,N,33,33,1,"[R1C4]"
"28 6",0,P,Losing,P,34,34,0,"N/A (P-position)"
"28 7",2,N,Winning,N,35,35,1,"[R1C6]"
"28 8",0,P,Losing,P,36,36,0,"N/A (P-position)"
"28 9",2,N,Winning,N,37,37,1,"[R1C8]"
"28 10",0,P,Losing,P,38,38,0,"N/A (P-position)"
"28 11",2,N,Winning,N,39,39,1,"[R1C10]"
"28 12",0,P,Losing,P,40,40,0,"N/A (P-position)"
"28 13",2,N,Winning,N,41,41,1,"[R1C12]"
"28 14",0,P,Losing,P,42,42,0,"N/A (P-position)"
"28 15",2,N,Winning,N,43,43,1,"[R1C14]"
"28 16",0,P,Losing,P,44,44,0,"N/A (P-position)"
"28 17",2,N,Winning,N,45,45,1,"[R1C16]"
"28 18",0,P,Losing,P,46,46,0,"N/A (P-position)"
"28 19",2,N,Winning,N,47,47,1,"[R1C18]"
"28 20",0,P,Losing,P,48,48,0,"N/A (P-position)"
"28 21",2,N,Winning,N,49,49,1,"[R1C20]"
"28 22",0,P,Losing,P,50,50,0,"N/A (P-position)"
"28 23",2,N,Winning,N,51,51,1,"[R1C22]"
"28 24",0,P,Losing,P,52,52,0,"N/A (P-position)"
"28 25",2,N,Winning,N,53,53,1,"[R1C24]"
"28 26",0,P,Losing,P,54,54,0,"N/A (P-position)"
"28 27",2,N,Winning,N,55,55,2,"[R0C27] / [R1C26]"
"28 28",0,P,Losing,P,56,56,0,"N/A (P-position)"
"29 1",3,N,Winning,N,29,30,1,"[R0C28,R1C0]"
"29 2",1,N,Winning,N,31,31,1,"[R0C28]"
"29 3",3,N,Winning,N,31,32,1,"[R0C28,R1C2]"
"29 4",1,N,Winning,N,33,33,1,"[R0C28]"
"29 5",3,N,Winning,N,33,34,1,"[R0C28,R1C4]"
"29 6",1,N,Winning,N,35,35,1,"[R0C28]"
"29 7",3,N,Winning,N,35,36,1,"[R0C28,R1C6]"
"29 8",1,N,Winning,N,37,37,1,"[R0C28]"
"29 9",3,N,Winning,N,37,38,1,"[R0C28,R1C8]"
"29 10",1,N,Winning,N,39,39,1,"[R0C28]"
"29 11",3,N,Winning,N,39,40,1,"[R0C28,R1C10]"
"29 12",1,N,Winning,N,41,41,1,"[R0C28]"
"29 13",3,N,Winning,N,41,42,1,"[R0C28,R1C12]"
"29 14",1,N,Winning,N,43,43,1,"[R0C28]"
"29 15",3,N,Winning,N,43,44,1,"[R0C28,R1C14]"
"29 16",1,N,Winning,N,45,45,1,"[R0C28]"
"29 17",3,N,Winning,N,45,46,1,"[R0C28,R1C16]"
"29 18",1,N,Winning,N,47,47,1,"[R0C28]"
"29 19",3,N,Winning,N,47,48,1,"[R0C28,R1C18]"
"29 20",1,N,Winning,N,49,49,1,"[R0C28]"
"29 21",3,N,Winning,N,49,50,1,"[R0C28,R1C20]"
"29 22",1,N,Winning,N,51,51,1,"[R0C28]"
"29 23",3,N,Winning,N,51,52,1,"[R0C28,R1C22]"
"29 24",1,N,Winning,N,53,53,1,"[R0C28]"
"29 25",3,N,Winning,N,53,54,1,"[R0C28,R1C24]"
"29 26",1,N,Winning,N,55,55,1,"[R0C28]"
"29 27",3,N,Winning,N,55,56,1,"[R0C28,R1C26]"
